,Article,ArticlePublishingDate,Community,n_edges,total_edges_possible,quotient
0,2000103364196,2019-05-17 18:19:06.19,0,3844,11125560,0.00035
1,2000103364196,2019-05-17 18:19:06.19,1,1287,7921410,0.00016
2,2000103364196,2019-05-17 18:19:06.19,2,1824,3843560,0.00047
3,2000103364196,2019-05-17 18:19:06.19,3,667,2463330,0.00027
4,2000103364196,2019-05-17 18:19:06.19,4,90,738740,0.00012
5,2000103364196,2019-05-17 18:19:06.19,5,28,103362,0.00027
6,2000103364196,2019-05-17 18:19:06.19,6,9,72630,0.00012
7,2000103364196,2019-05-17 18:19:06.19,7,2,52212,4e-05
8,2000103364196,2019-05-17 18:19:06.19,8,6,46440,0.00013
9,2000103364196,2019-05-17 18:19:06.19,9,1,46440,2e-05
10,2000103364196,2019-05-17 18:19:06.19,10,9,40602,0.00022
11,2000103364196,2019-05-17 18:19:06.19,11,13,30450,0.00043
12,2000103364196,2019-05-17 18:19:06.19,12,10,21170,0.00047
13,2000103364196,2019-05-17 18:19:06.19,13,2,15750,0.00013
14,2000103364196,2019-05-17 18:19:06.19,14,1,15750,6e-05
15,2000103364196,2019-05-17 18:19:06.19,15,1,9900,0.0001
16,2000103364196,2019-05-17 18:19:06.19,16,1,9120,0.00011
17,2000103364196,2019-05-17 18:19:06.19,17,1,7310,0.00014
18,2000103364196,2019-05-17 18:19:06.19,18,1,5402,0.00019
19,2000103364196,2019-05-17 18:19:06.19,19,1,3422,0.00029
20,2000103364196,2019-05-17 18:19:06.19,20,5,870,0.00575
21,2000103364196,2019-05-17 18:19:06.19,21,0,420,0.0
22,2000103364196,2019-05-17 18:19:06.19,22,0,272,0.0
23,2000103364196,2019-05-17 18:19:06.19,23,0,210,0.0
24,2000103364196,2019-05-17 18:19:06.19,24,0,182,0.0
25,2000103364196,2019-05-17 18:19:06.19,25,0,156,0.0
26,2000103364196,2019-05-17 18:19:06.19,26,0,156,0.0
27,2000103364196,2019-05-17 18:19:06.19,27,1,156,0.00641
28,2000103364196,2019-05-17 18:19:06.19,28,0,156,0.0
29,2000103364196,2019-05-17 18:19:06.19,29,0,110,0.0
30,2000103364196,2019-05-17 18:19:06.19,30,0,110,0.0
31,2000103364196,2019-05-17 18:19:06.19,31,0,110,0.0
32,2000103364196,2019-05-17 18:19:06.19,32,0,90,0.0
33,2000103364196,2019-05-17 18:19:06.19,33,0,90,0.0
34,2000103364196,2019-05-17 18:19:06.19,34,0,90,0.0
35,2000103364196,2019-05-17 18:19:06.19,35,0,72,0.0
36,2000103364196,2019-05-17 18:19:06.19,36,0,72,0.0
37,2000103364196,2019-05-17 18:19:06.19,37,0,56,0.0
38,2000103364196,2019-05-17 18:19:06.19,38,0,56,0.0
39,2000103364196,2019-05-17 18:19:06.19,39,0,56,0.0
40,2000103364196,2019-05-17 18:19:06.19,40,0,42,0.0
41,2000103364196,2019-05-17 18:19:06.19,41,0,42,0.0
42,2000103364196,2019-05-17 18:19:06.19,42,0,42,0.0
43,2000103364196,2019-05-17 18:19:06.19,43,0,42,0.0
44,2000103364196,2019-05-17 18:19:06.19,44,0,42,0.0
45,2000103364196,2019-05-17 18:19:06.19,45,0,42,0.0
46,2000103364196,2019-05-17 18:19:06.19,46,0,42,0.0
47,2000103364196,2019-05-17 18:19:06.19,47,0,42,0.0
48,2000103364196,2019-05-17 18:19:06.19,48,0,42,0.0
49,2000103364196,2019-05-17 18:19:06.19,49,0,30,0.0
50,2000103364196,2019-05-17 18:19:06.19,50,0,30,0.0
51,2000103364196,2019-05-17 18:19:06.19,51,0,30,0.0
52,2000103364196,2019-05-17 18:19:06.19,52,0,30,0.0
53,2000103364196,2019-05-17 18:19:06.19,53,0,30,0.0
54,2000103364196,2019-05-17 18:19:06.19,54,0,30,0.0
55,2000103364196,2019-05-17 18:19:06.19,55,0,30,0.0
56,2000103364196,2019-05-17 18:19:06.19,56,0,30,0.0
57,2000103364196,2019-05-17 18:19:06.19,57,0,30,0.0
58,2000103364196,2019-05-17 18:19:06.19,58,0,20,0.0
59,2000103364196,2019-05-17 18:19:06.19,59,0,20,0.0
60,2000103364196,2019-05-17 18:19:06.19,60,0,20,0.0
61,2000103364196,2019-05-17 18:19:06.19,61,0,20,0.0
62,2000103364196,2019-05-17 18:19:06.19,62,0,20,0.0
63,2000103364196,2019-05-17 18:19:06.19,63,0,20,0.0
64,2000103364196,2019-05-17 18:19:06.19,64,0,20,0.0
65,2000103364196,2019-05-17 18:19:06.19,65,0,20,0.0
66,2000103364196,2019-05-17 18:19:06.19,66,0,20,0.0
67,2000103364196,2019-05-17 18:19:06.19,67,0,20,0.0
68,2000103364196,2019-05-17 18:19:06.19,68,0,20,0.0
69,2000103364196,2019-05-17 18:19:06.19,69,0,20,0.0
70,2000103364196,2019-05-17 18:19:06.19,70,0,20,0.0
71,2000103364196,2019-05-17 18:19:06.19,71,0,20,0.0
72,2000103364196,2019-05-17 18:19:06.19,72,0,20,0.0
73,2000103364196,2019-05-17 18:19:06.19,73,0,20,0.0
74,2000103364196,2019-05-17 18:19:06.19,74,0,20,0.0
75,2000103364196,2019-05-17 18:19:06.19,75,0,20,0.0
76,2000103364196,2019-05-17 18:19:06.19,76,0,12,0.0
77,2000103364196,2019-05-17 18:19:06.19,77,0,12,0.0
78,2000103364196,2019-05-17 18:19:06.19,78,0,12,0.0
79,2000103364196,2019-05-17 18:19:06.19,79,0,12,0.0
80,2000103364196,2019-05-17 18:19:06.19,80,0,12,0.0
81,2000103364196,2019-05-17 18:19:06.19,81,0,12,0.0
82,2000103364196,2019-05-17 18:19:06.19,82,0,12,0.0
83,2000103364196,2019-05-17 18:19:06.19,83,0,12,0.0
84,2000103364196,2019-05-17 18:19:06.19,84,1,12,0.08333
85,2000103364196,2019-05-17 18:19:06.19,85,0,12,0.0
86,2000103364196,2019-05-17 18:19:06.19,86,0,12,0.0
87,2000103364196,2019-05-17 18:19:06.19,87,0,12,0.0
88,2000103364196,2019-05-17 18:19:06.19,88,0,12,0.0
89,2000103364196,2019-05-17 18:19:06.19,89,0,12,0.0
90,2000103364196,2019-05-17 18:19:06.19,90,0,12,0.0
91,2000103364196,2019-05-17 18:19:06.19,91,0,12,0.0
92,2000103364196,2019-05-17 18:19:06.19,92,0,12,0.0
93,2000103364196,2019-05-17 18:19:06.19,93,0,12,0.0
94,2000103364196,2019-05-17 18:19:06.19,94,0,12,0.0
95,2000103364196,2019-05-17 18:19:06.19,95,0,12,0.0
96,2000103364196,2019-05-17 18:19:06.19,96,0,12,0.0
97,2000103364196,2019-05-17 18:19:06.19,97,0,12,0.0
98,2000103364196,2019-05-17 18:19:06.19,98,0,12,0.0
99,2000103364196,2019-05-17 18:19:06.19,99,0,12,0.0
100,2000103364196,2019-05-17 18:19:06.19,100,0,12,0.0
101,2000103364196,2019-05-17 18:19:06.19,101,0,12,0.0
102,2000103364196,2019-05-17 18:19:06.19,102,0,12,0.0
103,2000103364196,2019-05-17 18:19:06.19,103,0,12,0.0
104,2000103364196,2019-05-17 18:19:06.19,104,0,12,0.0
105,2000103364196,2019-05-17 18:19:06.19,105,0,12,0.0
106,2000103364196,2019-05-17 18:19:06.19,106,0,12,0.0
107,2000103364196,2019-05-17 18:19:06.19,107,0,12,0.0
108,2000103990942,2019-05-28 20:00:00.00,0,1981,11125560,0.00018
109,2000103990942,2019-05-28 20:00:00.00,1,892,7921410,0.00011
110,2000103990942,2019-05-28 20:00:00.00,2,651,3843560,0.00017
111,2000103990942,2019-05-28 20:00:00.00,3,466,2463330,0.00019
112,2000103990942,2019-05-28 20:00:00.00,4,38,738740,5e-05
113,2000103990942,2019-05-28 20:00:00.00,5,9,103362,9e-05
114,2000103990942,2019-05-28 20:00:00.00,6,10,72630,0.00014
115,2000103990942,2019-05-28 20:00:00.00,7,2,52212,4e-05
116,2000103990942,2019-05-28 20:00:00.00,8,7,46440,0.00015
117,2000103990942,2019-05-28 20:00:00.00,9,2,46440,4e-05
118,2000103990942,2019-05-28 20:00:00.00,10,3,40602,7e-05
119,2000103990942,2019-05-28 20:00:00.00,11,1,30450,3e-05
120,2000103990942,2019-05-28 20:00:00.00,12,7,21170,0.00033
121,2000103990942,2019-05-28 20:00:00.00,13,0,15750,0.0
122,2000103990942,2019-05-28 20:00:00.00,14,1,15750,6e-05
123,2000103990942,2019-05-28 20:00:00.00,15,2,9900,0.0002
124,2000103990942,2019-05-28 20:00:00.00,16,0,9120,0.0
125,2000103990942,2019-05-28 20:00:00.00,17,1,7310,0.00014
126,2000103990942,2019-05-28 20:00:00.00,18,0,5402,0.0
127,2000103990942,2019-05-28 20:00:00.00,19,0,3422,0.0
128,2000103990942,2019-05-28 20:00:00.00,20,0,870,0.0
129,2000103990942,2019-05-28 20:00:00.00,21,0,420,0.0
130,2000103990942,2019-05-28 20:00:00.00,22,0,272,0.0
131,2000103990942,2019-05-28 20:00:00.00,23,0,210,0.0
132,2000103990942,2019-05-28 20:00:00.00,24,0,182,0.0
133,2000103990942,2019-05-28 20:00:00.00,25,0,156,0.0
134,2000103990942,2019-05-28 20:00:00.00,26,0,156,0.0
135,2000103990942,2019-05-28 20:00:00.00,27,0,156,0.0
136,2000103990942,2019-05-28 20:00:00.00,28,0,156,0.0
137,2000103990942,2019-05-28 20:00:00.00,29,0,110,0.0
138,2000103990942,2019-05-28 20:00:00.00,30,0,110,0.0
139,2000103990942,2019-05-28 20:00:00.00,31,0,110,0.0
140,2000103990942,2019-05-28 20:00:00.00,32,0,90,0.0
141,2000103990942,2019-05-28 20:00:00.00,33,0,90,0.0
142,2000103990942,2019-05-28 20:00:00.00,34,0,90,0.0
143,2000103990942,2019-05-28 20:00:00.00,35,0,72,0.0
144,2000103990942,2019-05-28 20:00:00.00,36,0,72,0.0
145,2000103990942,2019-05-28 20:00:00.00,37,0,56,0.0
146,2000103990942,2019-05-28 20:00:00.00,38,0,56,0.0
147,2000103990942,2019-05-28 20:00:00.00,39,0,56,0.0
148,2000103990942,2019-05-28 20:00:00.00,40,0,42,0.0
149,2000103990942,2019-05-28 20:00:00.00,41,0,42,0.0
150,2000103990942,2019-05-28 20:00:00.00,42,0,42,0.0
151,2000103990942,2019-05-28 20:00:00.00,43,0,42,0.0
152,2000103990942,2019-05-28 20:00:00.00,44,0,42,0.0
153,2000103990942,2019-05-28 20:00:00.00,45,0,42,0.0
154,2000103990942,2019-05-28 20:00:00.00,46,0,42,0.0
155,2000103990942,2019-05-28 20:00:00.00,47,0,42,0.0
156,2000103990942,2019-05-28 20:00:00.00,48,0,42,0.0
157,2000103990942,2019-05-28 20:00:00.00,49,0,30,0.0
158,2000103990942,2019-05-28 20:00:00.00,50,0,30,0.0
159,2000103990942,2019-05-28 20:00:00.00,51,0,30,0.0
160,2000103990942,2019-05-28 20:00:00.00,52,0,30,0.0
161,2000103990942,2019-05-28 20:00:00.00,53,0,30,0.0
162,2000103990942,2019-05-28 20:00:00.00,54,0,30,0.0
163,2000103990942,2019-05-28 20:00:00.00,55,0,30,0.0
164,2000103990942,2019-05-28 20:00:00.00,56,0,30,0.0
165,2000103990942,2019-05-28 20:00:00.00,57,0,30,0.0
166,2000103990942,2019-05-28 20:00:00.00,58,0,20,0.0
167,2000103990942,2019-05-28 20:00:00.00,59,0,20,0.0
168,2000103990942,2019-05-28 20:00:00.00,60,2,20,0.1
169,2000103990942,2019-05-28 20:00:00.00,61,0,20,0.0
170,2000103990942,2019-05-28 20:00:00.00,62,0,20,0.0
171,2000103990942,2019-05-28 20:00:00.00,63,0,20,0.0
172,2000103990942,2019-05-28 20:00:00.00,64,0,20,0.0
173,2000103990942,2019-05-28 20:00:00.00,65,0,20,0.0
174,2000103990942,2019-05-28 20:00:00.00,66,0,20,0.0
175,2000103990942,2019-05-28 20:00:00.00,67,0,20,0.0
176,2000103990942,2019-05-28 20:00:00.00,68,0,20,0.0
177,2000103990942,2019-05-28 20:00:00.00,69,0,20,0.0
178,2000103990942,2019-05-28 20:00:00.00,70,0,20,0.0
179,2000103990942,2019-05-28 20:00:00.00,71,0,20,0.0
180,2000103990942,2019-05-28 20:00:00.00,72,0,20,0.0
181,2000103990942,2019-05-28 20:00:00.00,73,0,20,0.0
182,2000103990942,2019-05-28 20:00:00.00,74,0,20,0.0
183,2000103990942,2019-05-28 20:00:00.00,75,0,20,0.0
184,2000103990942,2019-05-28 20:00:00.00,76,0,12,0.0
185,2000103990942,2019-05-28 20:00:00.00,77,0,12,0.0
186,2000103990942,2019-05-28 20:00:00.00,78,0,12,0.0
187,2000103990942,2019-05-28 20:00:00.00,79,0,12,0.0
188,2000103990942,2019-05-28 20:00:00.00,80,0,12,0.0
189,2000103990942,2019-05-28 20:00:00.00,81,0,12,0.0
190,2000103990942,2019-05-28 20:00:00.00,82,0,12,0.0
191,2000103990942,2019-05-28 20:00:00.00,83,0,12,0.0
192,2000103990942,2019-05-28 20:00:00.00,84,0,12,0.0
193,2000103990942,2019-05-28 20:00:00.00,85,0,12,0.0
194,2000103990942,2019-05-28 20:00:00.00,86,0,12,0.0
195,2000103990942,2019-05-28 20:00:00.00,87,0,12,0.0
196,2000103990942,2019-05-28 20:00:00.00,88,0,12,0.0
197,2000103990942,2019-05-28 20:00:00.00,89,0,12,0.0
198,2000103990942,2019-05-28 20:00:00.00,90,0,12,0.0
199,2000103990942,2019-05-28 20:00:00.00,91,0,12,0.0
200,2000103990942,2019-05-28 20:00:00.00,92,0,12,0.0
201,2000103990942,2019-05-28 20:00:00.00,93,0,12,0.0
202,2000103990942,2019-05-28 20:00:00.00,94,0,12,0.0
203,2000103990942,2019-05-28 20:00:00.00,95,0,12,0.0
204,2000103990942,2019-05-28 20:00:00.00,96,0,12,0.0
205,2000103990942,2019-05-28 20:00:00.00,97,0,12,0.0
206,2000103990942,2019-05-28 20:00:00.00,98,0,12,0.0
207,2000103990942,2019-05-28 20:00:00.00,99,0,12,0.0
208,2000103990942,2019-05-28 20:00:00.00,100,0,12,0.0
209,2000103990942,2019-05-28 20:00:00.00,101,0,12,0.0
210,2000103990942,2019-05-28 20:00:00.00,102,0,12,0.0
211,2000103990942,2019-05-28 20:00:00.00,103,0,12,0.0
212,2000103990942,2019-05-28 20:00:00.00,104,0,12,0.0
213,2000103990942,2019-05-28 20:00:00.00,105,0,12,0.0
214,2000103990942,2019-05-28 20:00:00.00,106,0,12,0.0
215,2000103990942,2019-05-28 20:00:00.00,107,0,12,0.0
216,2000103773909,2019-05-24 18:10:27.00,0,2505,11125560,0.00023
217,2000103773909,2019-05-24 18:10:27.00,1,885,7921410,0.00011
218,2000103773909,2019-05-24 18:10:27.00,2,520,3843560,0.00014
219,2000103773909,2019-05-24 18:10:27.00,3,825,2463330,0.00033
220,2000103773909,2019-05-24 18:10:27.00,4,35,738740,5e-05
221,2000103773909,2019-05-24 18:10:27.00,5,5,103362,5e-05
222,2000103773909,2019-05-24 18:10:27.00,6,5,72630,7e-05
223,2000103773909,2019-05-24 18:10:27.00,7,1,52212,2e-05
224,2000103773909,2019-05-24 18:10:27.00,8,4,46440,9e-05
225,2000103773909,2019-05-24 18:10:27.00,9,1,46440,2e-05
226,2000103773909,2019-05-24 18:10:27.00,10,8,40602,0.0002
227,2000103773909,2019-05-24 18:10:27.00,11,1,30450,3e-05
228,2000103773909,2019-05-24 18:10:27.00,12,3,21170,0.00014
229,2000103773909,2019-05-24 18:10:27.00,13,0,15750,0.0
230,2000103773909,2019-05-24 18:10:27.00,14,0,15750,0.0
231,2000103773909,2019-05-24 18:10:27.00,15,0,9900,0.0
232,2000103773909,2019-05-24 18:10:27.00,16,0,9120,0.0
233,2000103773909,2019-05-24 18:10:27.00,17,0,7310,0.0
234,2000103773909,2019-05-24 18:10:27.00,18,0,5402,0.0
235,2000103773909,2019-05-24 18:10:27.00,19,0,3422,0.0
236,2000103773909,2019-05-24 18:10:27.00,20,0,870,0.0
237,2000103773909,2019-05-24 18:10:27.00,21,0,420,0.0
238,2000103773909,2019-05-24 18:10:27.00,22,0,272,0.0
239,2000103773909,2019-05-24 18:10:27.00,23,0,210,0.0
240,2000103773909,2019-05-24 18:10:27.00,24,0,182,0.0
241,2000103773909,2019-05-24 18:10:27.00,25,0,156,0.0
242,2000103773909,2019-05-24 18:10:27.00,26,0,156,0.0
243,2000103773909,2019-05-24 18:10:27.00,27,1,156,0.00641
244,2000103773909,2019-05-24 18:10:27.00,28,0,156,0.0
245,2000103773909,2019-05-24 18:10:27.00,29,0,110,0.0
246,2000103773909,2019-05-24 18:10:27.00,30,0,110,0.0
247,2000103773909,2019-05-24 18:10:27.00,31,0,110,0.0
248,2000103773909,2019-05-24 18:10:27.00,32,0,90,0.0
249,2000103773909,2019-05-24 18:10:27.00,33,0,90,0.0
250,2000103773909,2019-05-24 18:10:27.00,34,0,90,0.0
251,2000103773909,2019-05-24 18:10:27.00,35,0,72,0.0
252,2000103773909,2019-05-24 18:10:27.00,36,0,72,0.0
253,2000103773909,2019-05-24 18:10:27.00,37,0,56,0.0
254,2000103773909,2019-05-24 18:10:27.00,38,0,56,0.0
255,2000103773909,2019-05-24 18:10:27.00,39,0,56,0.0
256,2000103773909,2019-05-24 18:10:27.00,40,0,42,0.0
257,2000103773909,2019-05-24 18:10:27.00,41,0,42,0.0
258,2000103773909,2019-05-24 18:10:27.00,42,0,42,0.0
259,2000103773909,2019-05-24 18:10:27.00,43,0,42,0.0
260,2000103773909,2019-05-24 18:10:27.00,44,0,42,0.0
261,2000103773909,2019-05-24 18:10:27.00,45,0,42,0.0
262,2000103773909,2019-05-24 18:10:27.00,46,0,42,0.0
263,2000103773909,2019-05-24 18:10:27.00,47,0,42,0.0
264,2000103773909,2019-05-24 18:10:27.00,48,0,42,0.0
265,2000103773909,2019-05-24 18:10:27.00,49,0,30,0.0
266,2000103773909,2019-05-24 18:10:27.00,50,0,30,0.0
267,2000103773909,2019-05-24 18:10:27.00,51,0,30,0.0
268,2000103773909,2019-05-24 18:10:27.00,52,0,30,0.0
269,2000103773909,2019-05-24 18:10:27.00,53,0,30,0.0
270,2000103773909,2019-05-24 18:10:27.00,54,0,30,0.0
271,2000103773909,2019-05-24 18:10:27.00,55,0,30,0.0
272,2000103773909,2019-05-24 18:10:27.00,56,0,30,0.0
273,2000103773909,2019-05-24 18:10:27.00,57,0,30,0.0
274,2000103773909,2019-05-24 18:10:27.00,58,0,20,0.0
275,2000103773909,2019-05-24 18:10:27.00,59,0,20,0.0
276,2000103773909,2019-05-24 18:10:27.00,60,0,20,0.0
277,2000103773909,2019-05-24 18:10:27.00,61,0,20,0.0
278,2000103773909,2019-05-24 18:10:27.00,62,0,20,0.0
279,2000103773909,2019-05-24 18:10:27.00,63,0,20,0.0
280,2000103773909,2019-05-24 18:10:27.00,64,0,20,0.0
281,2000103773909,2019-05-24 18:10:27.00,65,0,20,0.0
282,2000103773909,2019-05-24 18:10:27.00,66,0,20,0.0
283,2000103773909,2019-05-24 18:10:27.00,67,0,20,0.0
284,2000103773909,2019-05-24 18:10:27.00,68,0,20,0.0
285,2000103773909,2019-05-24 18:10:27.00,69,0,20,0.0
286,2000103773909,2019-05-24 18:10:27.00,70,0,20,0.0
287,2000103773909,2019-05-24 18:10:27.00,71,0,20,0.0
288,2000103773909,2019-05-24 18:10:27.00,72,0,20,0.0
289,2000103773909,2019-05-24 18:10:27.00,73,0,20,0.0
290,2000103773909,2019-05-24 18:10:27.00,74,0,20,0.0
291,2000103773909,2019-05-24 18:10:27.00,75,0,20,0.0
292,2000103773909,2019-05-24 18:10:27.00,76,0,12,0.0
293,2000103773909,2019-05-24 18:10:27.00,77,0,12,0.0
294,2000103773909,2019-05-24 18:10:27.00,78,0,12,0.0
295,2000103773909,2019-05-24 18:10:27.00,79,0,12,0.0
296,2000103773909,2019-05-24 18:10:27.00,80,0,12,0.0
297,2000103773909,2019-05-24 18:10:27.00,81,0,12,0.0
298,2000103773909,2019-05-24 18:10:27.00,82,0,12,0.0
299,2000103773909,2019-05-24 18:10:27.00,83,0,12,0.0
300,2000103773909,2019-05-24 18:10:27.00,84,0,12,0.0
301,2000103773909,2019-05-24 18:10:27.00,85,0,12,0.0
302,2000103773909,2019-05-24 18:10:27.00,86,0,12,0.0
303,2000103773909,2019-05-24 18:10:27.00,87,0,12,0.0
304,2000103773909,2019-05-24 18:10:27.00,88,0,12,0.0
305,2000103773909,2019-05-24 18:10:27.00,89,0,12,0.0
306,2000103773909,2019-05-24 18:10:27.00,90,0,12,0.0
307,2000103773909,2019-05-24 18:10:27.00,91,0,12,0.0
308,2000103773909,2019-05-24 18:10:27.00,92,0,12,0.0
309,2000103773909,2019-05-24 18:10:27.00,93,0,12,0.0
310,2000103773909,2019-05-24 18:10:27.00,94,0,12,0.0
311,2000103773909,2019-05-24 18:10:27.00,95,0,12,0.0
312,2000103773909,2019-05-24 18:10:27.00,96,0,12,0.0
313,2000103773909,2019-05-24 18:10:27.00,97,0,12,0.0
314,2000103773909,2019-05-24 18:10:27.00,98,0,12,0.0
315,2000103773909,2019-05-24 18:10:27.00,99,0,12,0.0
316,2000103773909,2019-05-24 18:10:27.00,100,0,12,0.0
317,2000103773909,2019-05-24 18:10:27.00,101,1,12,0.08333
318,2000103773909,2019-05-24 18:10:27.00,102,0,12,0.0
319,2000103773909,2019-05-24 18:10:27.00,103,0,12,0.0
320,2000103773909,2019-05-24 18:10:27.00,104,0,12,0.0
321,2000103773909,2019-05-24 18:10:27.00,105,0,12,0.0
322,2000103773909,2019-05-24 18:10:27.00,106,0,12,0.0
323,2000103773909,2019-05-24 18:10:27.00,107,0,12,0.0
324,2000103772847,2019-05-25 08:00:00.00,0,1082,11125560,0.0001
325,2000103772847,2019-05-25 08:00:00.00,1,1055,7921410,0.00013
326,2000103772847,2019-05-25 08:00:00.00,2,265,3843560,7e-05
327,2000103772847,2019-05-25 08:00:00.00,3,256,2463330,0.0001
328,2000103772847,2019-05-25 08:00:00.00,4,11,738740,1e-05
329,2000103772847,2019-05-25 08:00:00.00,5,9,103362,9e-05
330,2000103772847,2019-05-25 08:00:00.00,6,3,72630,4e-05
331,2000103772847,2019-05-25 08:00:00.00,7,1,52212,2e-05
332,2000103772847,2019-05-25 08:00:00.00,8,0,46440,0.0
333,2000103772847,2019-05-25 08:00:00.00,9,2,46440,4e-05
334,2000103772847,2019-05-25 08:00:00.00,10,6,40602,0.00015
335,2000103772847,2019-05-25 08:00:00.00,11,2,30450,7e-05
336,2000103772847,2019-05-25 08:00:00.00,12,14,21170,0.00066
337,2000103772847,2019-05-25 08:00:00.00,13,0,15750,0.0
338,2000103772847,2019-05-25 08:00:00.00,14,1,15750,6e-05
339,2000103772847,2019-05-25 08:00:00.00,15,1,9900,0.0001
340,2000103772847,2019-05-25 08:00:00.00,16,0,9120,0.0
341,2000103772847,2019-05-25 08:00:00.00,17,0,7310,0.0
342,2000103772847,2019-05-25 08:00:00.00,18,1,5402,0.00019
343,2000103772847,2019-05-25 08:00:00.00,19,0,3422,0.0
344,2000103772847,2019-05-25 08:00:00.00,20,0,870,0.0
345,2000103772847,2019-05-25 08:00:00.00,21,0,420,0.0
346,2000103772847,2019-05-25 08:00:00.00,22,0,272,0.0
347,2000103772847,2019-05-25 08:00:00.00,23,0,210,0.0
348,2000103772847,2019-05-25 08:00:00.00,24,0,182,0.0
349,2000103772847,2019-05-25 08:00:00.00,25,0,156,0.0
350,2000103772847,2019-05-25 08:00:00.00,26,0,156,0.0
351,2000103772847,2019-05-25 08:00:00.00,27,0,156,0.0
352,2000103772847,2019-05-25 08:00:00.00,28,0,156,0.0
353,2000103772847,2019-05-25 08:00:00.00,29,0,110,0.0
354,2000103772847,2019-05-25 08:00:00.00,30,0,110,0.0
355,2000103772847,2019-05-25 08:00:00.00,31,0,110,0.0
356,2000103772847,2019-05-25 08:00:00.00,32,0,90,0.0
357,2000103772847,2019-05-25 08:00:00.00,33,0,90,0.0
358,2000103772847,2019-05-25 08:00:00.00,34,0,90,0.0
359,2000103772847,2019-05-25 08:00:00.00,35,0,72,0.0
360,2000103772847,2019-05-25 08:00:00.00,36,0,72,0.0
361,2000103772847,2019-05-25 08:00:00.00,37,0,56,0.0
362,2000103772847,2019-05-25 08:00:00.00,38,0,56,0.0
363,2000103772847,2019-05-25 08:00:00.00,39,0,56,0.0
364,2000103772847,2019-05-25 08:00:00.00,40,0,42,0.0
365,2000103772847,2019-05-25 08:00:00.00,41,0,42,0.0
366,2000103772847,2019-05-25 08:00:00.00,42,0,42,0.0
367,2000103772847,2019-05-25 08:00:00.00,43,0,42,0.0
368,2000103772847,2019-05-25 08:00:00.00,44,0,42,0.0
369,2000103772847,2019-05-25 08:00:00.00,45,0,42,0.0
370,2000103772847,2019-05-25 08:00:00.00,46,0,42,0.0
371,2000103772847,2019-05-25 08:00:00.00,47,0,42,0.0
372,2000103772847,2019-05-25 08:00:00.00,48,0,42,0.0
373,2000103772847,2019-05-25 08:00:00.00,49,0,30,0.0
374,2000103772847,2019-05-25 08:00:00.00,50,0,30,0.0
375,2000103772847,2019-05-25 08:00:00.00,51,0,30,0.0
376,2000103772847,2019-05-25 08:00:00.00,52,0,30,0.0
377,2000103772847,2019-05-25 08:00:00.00,53,0,30,0.0
378,2000103772847,2019-05-25 08:00:00.00,54,0,30,0.0
379,2000103772847,2019-05-25 08:00:00.00,55,0,30,0.0
380,2000103772847,2019-05-25 08:00:00.00,56,0,30,0.0
381,2000103772847,2019-05-25 08:00:00.00,57,0,30,0.0
382,2000103772847,2019-05-25 08:00:00.00,58,0,20,0.0
383,2000103772847,2019-05-25 08:00:00.00,59,0,20,0.0
384,2000103772847,2019-05-25 08:00:00.00,60,0,20,0.0
385,2000103772847,2019-05-25 08:00:00.00,61,0,20,0.0
386,2000103772847,2019-05-25 08:00:00.00,62,0,20,0.0
387,2000103772847,2019-05-25 08:00:00.00,63,0,20,0.0
388,2000103772847,2019-05-25 08:00:00.00,64,0,20,0.0
389,2000103772847,2019-05-25 08:00:00.00,65,0,20,0.0
390,2000103772847,2019-05-25 08:00:00.00,66,0,20,0.0
391,2000103772847,2019-05-25 08:00:00.00,67,0,20,0.0
392,2000103772847,2019-05-25 08:00:00.00,68,0,20,0.0
393,2000103772847,2019-05-25 08:00:00.00,69,0,20,0.0
394,2000103772847,2019-05-25 08:00:00.00,70,0,20,0.0
395,2000103772847,2019-05-25 08:00:00.00,71,0,20,0.0
396,2000103772847,2019-05-25 08:00:00.00,72,0,20,0.0
397,2000103772847,2019-05-25 08:00:00.00,73,0,20,0.0
398,2000103772847,2019-05-25 08:00:00.00,74,0,20,0.0
399,2000103772847,2019-05-25 08:00:00.00,75,0,20,0.0
400,2000103772847,2019-05-25 08:00:00.00,76,0,12,0.0
401,2000103772847,2019-05-25 08:00:00.00,77,0,12,0.0
402,2000103772847,2019-05-25 08:00:00.00,78,0,12,0.0
403,2000103772847,2019-05-25 08:00:00.00,79,0,12,0.0
404,2000103772847,2019-05-25 08:00:00.00,80,0,12,0.0
405,2000103772847,2019-05-25 08:00:00.00,81,0,12,0.0
406,2000103772847,2019-05-25 08:00:00.00,82,0,12,0.0
407,2000103772847,2019-05-25 08:00:00.00,83,0,12,0.0
408,2000103772847,2019-05-25 08:00:00.00,84,0,12,0.0
409,2000103772847,2019-05-25 08:00:00.00,85,0,12,0.0
410,2000103772847,2019-05-25 08:00:00.00,86,0,12,0.0
411,2000103772847,2019-05-25 08:00:00.00,87,0,12,0.0
412,2000103772847,2019-05-25 08:00:00.00,88,0,12,0.0
413,2000103772847,2019-05-25 08:00:00.00,89,0,12,0.0
414,2000103772847,2019-05-25 08:00:00.00,90,0,12,0.0
415,2000103772847,2019-05-25 08:00:00.00,91,0,12,0.0
416,2000103772847,2019-05-25 08:00:00.00,92,0,12,0.0
